Name-CN,Name-EN,图标分类-CN,图标分类-EN,动效图标,图标预览,LTR,图标标签,UI 设计负责人
涨幅,increase,办公文档,Office,,image.png,是,增长，上升，提升，升高,田婧
增加小数位,increase-the-scale,编辑,Edit,,image.png,是,小数位，增加，增加位数,常留留
左缩进,indent-left,编辑,Edit,,image.png,是,左缩进,金磊
右缩进,indent-right,编辑,Edit,,image.png,是,右缩进,金磊
食指,index-finger,手势动作,Hands,,image.png,是,手指，手势，指，指引,常留留
感应锁,induction-lock,硬件,Hardware,,image.png,是,锁，电子，感应,齐奉飞
电子秤,industrial-scales,工业,Industry,,image.png,否,测量称,齐奉飞
信息,info,符号标识,Character,是,image.png,是,注解，信息，提示,刘心乐
点滴,infusion,医疗健康,Health,,infusion.jpg,否,,杨威
打针,injection,医疗健康,Health,,image.png,是,麻醉，麻醉科,常留留
块公式,inline,编辑,Edit,,image.png,是,公式,齐奉飞
内左下投影,inner-shadow-bottom-left,编辑,Edit,,image.png,是,圆，左下投影，内阴影,齐奉飞
内右下投影,inner-shadow-bottom-right,编辑,Edit,,image.png,是,圆，右下投影，,齐奉飞
内下投影,inner-shadow-down,编辑,Edit,,image.png,否,圆，下投影，内阴影,齐奉飞
内左投影,inner-shadow-left,编辑,Edit,,image.png,是,圆，左投影，内阴影,齐奉飞
内右投影,inner-shadow-right,编辑,Edit,,image.png,是,圆，右投影，内阴影,齐奉飞
内左上投影,inner-shadow-top-left,编辑,Edit,,image.png,是,圆，左上投影，内阴影,齐奉飞
内右上投影,inner-shadow-top-right,编辑,Edit,,image.png,是,圆，右上投影，内阴影,齐奉飞
内上投影,inner-shadow-up,编辑,Edit,,image.png,否,圆，上投影，内阴影,齐奉飞
插卡,insert-card,电商财产,Money,,image.png,是,插卡，插入，卡槽，取款机,金磊
插入表,insert-table,编辑,Edit,,image.png,否,表格，图表，插入，网格,齐奉飞
检查,inspection,办公文档,Office,,image.png,是,检查，查找，精确，日历,张蔓
instagram,instagram,品牌,Brand,,image.png,是,小视频，短视频，logo，社交，图片分享，国际社交，社交平台,常留留
instagram,instagram-one,品牌,Brand,,image.png,是,小视频，短视频，logo，社交，图片分享，国际社交，社交平台,常留留
安装,install,箭头方向,Arrows,,image.png,否,下，箱子，盒子，下载,常留留
指令,instruction,办公文档,Office,,image.png,是,代码，编程，命令,田婧
对讲机,intercom,硬件,Hardware,,image.png,是,联系，沟通，对话，连接，交流，电话，通讯,孟祥瑞
半自动模式,intermediate-mode,编辑,Edit,,image.png,是,模式，亮度，对比度,李宁
"内部数据
",internal-data,抽象图形,Abstract,,image.png,是,内部数据，数据，数据展示，音调,张蔓
内部扩大,internal-expansion,编辑,Edit,,image.png,是,内部缩小,金磊
内部缩小,internal-reduction,编辑,Edit,,image.png,是,内部扩大,金磊
内部传输,internal-transmission,抽象图形,Abstract,,image.png,是,内部传输，输送文件，接收文件,张蔓
国际化,international,交通旅游,Travel,,image.png,是,非中国区，全球，地球，国际，地图,常留留
相交选择,intersect-selection,编辑,Edit,,image.png,是,合并，并拢，交集，相交,夏立诚
交集,intersection,编辑,Edit,,image.png,是,复制，粘贴，重合，交集,高亚栋
失效文件,invalid-files,办公文档,Office,,image.png,是,失效，禁用，无效，终止,田婧
反转镜头,invert-camera,编辑,Edit,,image.png,是,旋转，反转镜头,夏立诚
左转,invert-left,箭头方向,Arrows,,invert-left.jpg,是,,杨威
右转,invert-right,箭头方向,Arrows,,invert-right.jpg,是,,杨威
人脸识别,ios-face-recognition,电商财产,Money,,image.png,是,人脸识别 面部识别,金磊
Ipad,ipad,硬件,Hardware,,image.png,否,电脑，屏幕，平板，移动电脑,孟祥瑞
平板电脑,ipad-one,硬件,Hardware,,image.png,是,电脑，屏幕，平板，移动电脑,孟祥瑞
苹果手机,iphone,硬件,Hardware,是,image.png,否,手机，苹果，apple，移动设备,孟祥瑞
ipo,ipo,电商财产,Money,,image.png,是,,齐奉飞
熨斗,iron,生活,Life,,image.png,是,熨斗,金磊
熨斗坏了,iron-disable,生活,Life,,image.png,是,熨斗坏了,金磊
熨斗,iron-three,生活,Life,,image.png,是,熨斗,金磊
熨斗,iron-two,生活,Life,,image.png,是,熨斗,金磊
智能手表,iwatch,时间日期,Time,,image.png,是,smart watches，手表，时间，打电话,常留留
智能手表,iwatch-one,硬件,Hardware,,image.png,是,手表，智能，时间，精准，电子，多功能，闹钟，计时，日历,张晏
苹果智能手表,iwatch-two,硬件,Hardware,,image.png,是,计时器，手表，时间，智能手表，机械表,孟祥瑞
首饰,jewelry,化妆美妆,Makeups,,image.png,否,雪花膏，首饰盒，面霜,史晓彤
今日头条,jinritoutiao,品牌,Brand,,image.png,是,今日头条，字节跳动，新闻，logo,齐奉飞
旅行,journey,交通旅游,Travel,,image.png,是,环球旅行，周游世界，绕地飞行,张文珠
游戏摇杆,joystick,游戏,Game,,image.png,是,游戏，操作，摇杆，手柄,白明泽
果饮,juice,食品,Foods,,image.png,是,水杯，果汁，汽水，咖啡，奶茶,孔维佳
跳,jump,体育运动,Sports,,jump.jpg,是,,杨威
kagi图,kagi-map,数据图表,Charts,,image.png,是,数据，图表，城市剪影,常留留
热水壶,kettle,硬件,Hardware,,image.png,是,水壶，茶器，加热，烧水，咖啡，容器，被子，水杯,张晏
水壶,kettle-one,食品,Foods,,image.png,是,水壶，壶，热水壶，容器,胡玉娜
钥匙,key,安全 & 防护,Safe,,image.png,是,钥匙，答案，开锁，方法，密码,常留留
钥匙1,key-one,编辑,Edit,,key-one.jpg,是,,杨威
钥匙2,key-two,编辑,Edit,,key-two.jpg,是,,杨威
键盘,keyboard,硬件,Hardware,,image.png,否,输入，键盘，按键,白明泽
键盘,keyboard-one,硬件,Hardware,,image.png,是,控制，输入，敲打，编码，写代码，点击，指令，按键,张晏
钥匙孔,keyhole,安全 & 防护,Safe,,image.png,否,钥匙孔,金磊
关键线,keyline,抽象图形,Abstract,,image.png,否,关键线，背景，底纹，仅用,金磊
菜刀,kitchen-knife,食品,Foods,,image.png,是,菜刀，切菜，刀，厨房用品,胡玉娜
刀子叉子,knife-fork,食品,Foods,,image.png,是,刀叉，餐饮，吃饭，工具,金磊
树袋熊,koala-bear,动物,Animals,,koala-bear.jpg,否,,杨威
功夫,kungfu,体育运动,Sports,,image.png,是,武打，功夫，练功，训练，习武，踢脚，抬腿，舞蹈，体操，压腿，放松，热身，体育,梁超
标签,label,办公文档,Office,,image.png,否,标记，页签,田婧
梯子,ladder,工业,Industry,,image.png,是,,齐奉飞
梯子1,ladder-one,工业,Industry,,ladder-one.jpg,是,,杨威
节能灯,lamp,硬件,Hardware,,image.png,否,灯光，电器，灯具，节能，光亮,孟祥瑞
观测仪,land-surveying,工业,Industry,,image.png,是,水平仪，探测仪，观察器，勘探器,齐奉飞
降落,landing,交通旅游,Travel,,landing.jpg,,,杨威
风景区,landscape,交通旅游,Travel,,image.png,是,山水，风景，景区，景点，自然，户外，环境,张文珠
笔记本,laptop,硬件,Hardware,,image.png,否,笔记本，硬件，计算机，电脑，网络，屏幕,金磊
笔记本电脑,laptop-computer,硬件,Hardware,,image.png,否,移动电脑，笔记本,孟祥瑞
笔记本电脑,laptop-one,硬件,Hardware,,laptop-one.jpg,否,,杨威
飞书,lark,品牌,Brand,,image.png,是,协作，办公，logo，字节跳动，飞书，飞机,常留留
飞书1,lark-one,品牌,Brand,,image.png,是,协作，办公，logo，字节跳动，飞书，飞机,齐奉飞
晶格图案,lattice-pattern,美颜调整,Operate,,image.png,是,晶格，编织，背景，图案,金磊
图层,layers,编辑,Edit,,image.png,否,推广管理，管理，集合，多层，叠加,常留留
布局5,layout-five,编辑,Edit,,image.png,是,布局，排版,齐奉飞
布局4,layout-four,编辑,Edit,,image.png,是,布局，排版，交错,齐奉飞
布局1,layout-one,编辑,Edit,,image.png,是,布局，排版,齐奉飞
布局3,layout-three,编辑,Edit,,image.png,是,布局，排版,齐奉飞
布局2,layout-two,编辑,Edit,,image.png,否,布局，排版，中间,齐奉飞
叶子,leaf,能源 & 生命,Energy,,image.png,是,植物，生物，叶子，树叶，大树，生命，活力，环保，新能源,金磊
树叶,leaves,能源 & 生命,Energy,,image.png,是,树叶，植物，环保，无污染，生命力,金磊
叶子1,leaves-one,能源 & 生命,Energy,,leaves-one.jpg,否,,杨威
叶子,leaves-two,能源 & 生命,Energy,,leaves.jpg,是,,杨威
发光二极管,led-diode,工业,Industry,,image.png,否,提示灯，报警器，报警灯,齐奉飞
左,left,箭头方向,Arrows,是,image.png,是,返回，向左，箭头，上一个，方向,齐奉飞
左对齐,left-alignment,编辑,Edit,,image.png,是,靠左，左边，对齐方式，排版方式，左对齐,金磊
左右分支,left-and-right-branch,链接,Connect,,left-and-right-branch.jpg,否,,杨威
左栏,left-bar,编辑,Edit,,image.png,是,布局，排版，左,齐奉飞
左分支,left-branch,链接,Connect,,left-branch.jpg,是,,杨威
左-圆,left-c,箭头方向,Arrows,,image.png,是,上一个，箭头，左，圆圈箭头,齐奉飞
向左展开,left-expand,编辑,Edit,,image.png,是,展开，收起，左展开,齐奉飞
左1,left-one,箭头方向,Arrows,,image.png,是,返回，向左，箭头，上一个，方向,齐奉飞
左-小,left-small,箭头方向,Arrows,,image.png,是,向左，箭头，方向,齐奉飞
左下-小,left-small-down,箭头方向,Arrows,,image.png,是,左下-小，方向，箭头,齐奉飞
左上-小,left-small-up,箭头方向,Arrows,,image.png,是,左上-小，方向，箭头,齐奉飞
左箭头-方,left-square,箭头方向,Arrows,,image.png,是,上一个，箭头，方形箭头，左,齐奉飞
左1,left-two,箭头方向,Arrows,,image.png,是,箭头，左，指针，方向,齐奉飞
柠檬,lemon,食品,Foods,,image.png,是,水果，食物，茶,孔维佳
镜头对准,lens-alignment,编辑,Edit,,image.png,否,镜头对准，瞄准，选中,金磊
狮子座,leo,星座,Constellation,,leo.jpg,是,,杨威
级别,level,办公文档,Office,,image.png,否,层次，等级，高度,田婧
水平校准,level-adjustment,编辑,Edit,,image.png,是,水平校准，裁切，分割,金磊
八级标题,level-eight-title,编辑,Edit,,image.png,是,8号字体，第八级别标题，八级,常留留
五级标题,level-five-title,编辑,Edit,,image.png,是,5号字体，第五级别标题，五级,常留留
四级标题,level-four-title,编辑,Edit,,image.png,是,4号字体，第四级别标题，四级,常留留
九级标题,level-nine-title,编辑,Edit,,image.png,是,9号字体，第九级别标题，九级,常留留
七级标题,level-seven-title,编辑,Edit,,image.png,是,7号字体，第七级别标题，七级,常留留
六级标题,level-six-title,编辑,Edit,,image.png,是,6号字体，第六级别标题，六级,常留留
天秤座,libra,星座,Constellation,,libra.jpg,否,,杨威
救生圈,lifebuoy,能源 & 生命,Energy,,image.png,否,救生圈,金磊
光源,light,其它,Others,,image.png,否,散射，散射光，发光，照射，节能，luminous，键盘,金磊
灯塔,light-house,建筑,Build,,image.png,否,阁楼，房子，灯塔建筑,王小犇
轻会员,light-member,其它,Others,,image.png,是,会员，VIP，客户，顾客,常留留
小雨,light-rain,天气,Weather,,image.png,是,下雨，小雨,齐奉飞
闪电,lightning,基础,Base,,image.png,是,闪电，天气预报，打雷，下雨,金磊
喜欢,like,基础,Base,是,image.png,否,关注，收藏，爱心，喜欢，热爱,齐奉飞
林肯,lincoln,品牌,Brand,,image.png,否,汽车，加工厂，logo，标志，标识,齐奉飞
链接,link,办公文档,Office,,image.png,是,回形针，附件，文件，链接,刘心乐
断开连接,link-break,链接,Connect,,image.png,否,禁止使用，插入，终止，解绑,高亚栋
云运行,link-cloud,链接,Connect,,image.png,是,云，转化，传输，运行,高亚栋
云中断,link-cloud-faild,链接,Connect,,image.png,是,云中断，终止，错误，出错,高亚栋
云连接,link-cloud-sucess,链接,Connect,,image.png,是,云连接，成功，上传成功,高亚栋
链接4,link-four,链接,Connect,,image.png,否,连接，接口，按钮，指示灯，插口，充电口,高亚栋
接入链接,link-in,编辑,Edit,,image.png,是,接入，锁定，双向接入,高亚栋
链接中断,link-interrupt,链接,Connect,,image.png,是,断开，禁止，错误，出错，失败，解绑,高亚栋
左链接,link-left,编辑,Edit,,image.png,是,返回，向左，上一步，移出,高亚栋
链接,link-one,编辑,Edit,,image.png,是,链接，链条，锁链，绑定,常留留
向外连接,link-out,编辑,Edit,,image.png,否,链接，左右，数据，向外，双向移出,高亚栋
右连接,link-right,编辑,Edit,,image.png,是,导出，向右，下一步，移出,高亚栋
链接,link-three,链接,Connect,,image.png,是,链接，组合，合并，绑定,张蔓
链接,link-two,编辑,Edit,,image.png,是,链接，关联，绑定,金磊
唇彩,lip-gloss,化妆美妆,Makeups,,image.png,是,唇膏,齐奉飞
唇纹身,lip-tattoo,化妆美妆,Makeups,,image.png,是,嘴，唇膏，护唇,史晓彤
口红,lipstick,化妆美妆,Makeups,,image.png,是,化妆品，口红，美妆,史晓彤
口红1,lipstick-one,化妆美妆,Makeups,,image.png,是,,齐奉飞
鸡尾酒,liqueur,食品,Foods,,image.png,是,酒水，果汁，汽水，鸡尾酒,孔维佳
列表,list,编辑,Edit,是,image.png,是,目录，清单，完成目录，任务清单,金磊
添加列表,list-add,多媒体音乐,Music,,image.png,是,列表，添加，菜单,林琳
字母列表,list-alphabet,编辑,Edit,,image.png,是,字母列表，段落，文字排列,金磊
列表,list-bottom,编辑,Edit,,image.png,是,列表，底部，最后，目录,金磊
多选列表,list-checkbox,编辑,Edit,,image.png,是,多选列表，序列，图文,金磊
失败列表,list-fail,编辑,Edit,,image.png,是,失败列表,金磊
列表,list-middle,编辑,Edit,,image.png,是,列表，中间，居中，目录,金磊
数字列表,list-numbers,编辑,Edit,,image.png,是,数字列表，段落，文字排列,金磊
列表,list-one,编辑,Edit,,image.png,是,排列，列表，左对齐,夏立诚
成功列表,list-success,编辑,Edit,,image.png,是,成功列表,金磊
列表,list-top,编辑,Edit,,image.png,是,列表，顶部，最前，目录,金磊
列表2,list-two,编辑,Edit,,image.png,是,目录，清单，完成目录，任务清单,齐奉飞
列表视图,list-view,办公文档,Office,,image.png,是,列表，表单,田婧
加载,loading,基础,Base,,image.png,是,等待，加载，转圈，循环,常留留
加载4,loading-four,基础,Base,,loading-four.jpg,是,等待，加载，转圈，循环,齐奉飞
加载,loading-one,美颜调整,Operate,,image.png,否,等待，加载，转圈，缓冲,金磊
加载,loading-three,时间日期,Time,,image.png,否,等待，加载，转圈，缓冲,金磊
加载,loading-two,美颜调整,Operate,,image.png,否,等待，加载，转圈，缓冲,金磊
已定位,local,交通旅游,Travel,是,image.png,否,位置，坐标，地点,齐奉飞
本地,local-pin,交通旅游,Travel,,image.png,否,本地，游戏，摇杆，图钉，出行，交通,金磊
本地,local-two,交通旅游,Travel,是,image.png,否,本地，地表，地点，地图，出行，交通，运输,金磊
锁定,lock,编辑,Edit,是,image.png,否,锁定，锁死，关闭，保密,刘心乐
关锁,lock-one,编辑,Edit,,lock.jpg,否,锁定，锁死，关闭，保密,杨威
计算机锁定,locking-computer,硬件,Hardware,,locking-computer.jpg,是,,杨威
笔记本电脑锁定,locking-laptop,硬件,Hardware,,locking-laptop.jpg,是,,杨威
图片锁定,locking-picture,办公文档,Office,,locking-picture.jpg,是,,杨威
锁定网页,locking-web,办公文档,Office,,locking-web.jpg,是,,杨威
日志,log,办公文档,Office,是,image.png,是,日志，笔记本，记录，文档，文本,刘心乐
进入,login,箭头方向,Arrows,,image.png,是,进入，向左，箭头,刘心乐
退出,logout,箭头方向,Arrows,是,image.png,是,退出，向右，箭头,刘心乐
棒棒糖,lollipop,食品,Foods,,image.png,是,棒棒糖，零食，甜食，糖果,胡玉娜
循环一次,loop-once,箭头方向,Arrows,,image.png,是,循环，单次循环，播放，返回，单曲循环,齐奉飞
乳液,lotion,化妆美妆,Makeups,,image.png,否,泡沫，乳液,齐奉飞
莲花,lotus,能源 & 生命,Energy,,lotus.jpg,否,,杨威
哭,loudly-crying-face,表情,Emoji,,image.png,否,哭，表情，难过,金磊
张嘴哭,loudly-crying-face-whit-open-mouth,表情,Emoji,,image.png,否,张嘴哭，表情，痛哭，难过,金磊
爱心,love-and-help,医疗健康,Health,,love-and-help.jpg,否,,杨威
下分支,lower-branch,链接,Connect,,lower-branch.jpg,否,,杨威
行李箱,luggage,交通旅游,Travel,,image.png,否,行李，行李箱,张文珠
发光,luminous,其它,Others,,image.png,是,散射，散射光，光源，照射，节能，light，键盘,金磊
肺,lung,医疗健康,Health,,image.png,是,呼吸，呼吸道，呼吸科，器官，肺,常留留
访达,mac-finder,硬件,Hardware,,image.png,是,访达 文件管理 我的电脑,金磊
夏威夷果,macadamia-nut,食品,Foods,,image.png,是,夏威夷果，坚果,胡玉娜
魔法棒,magic,其它,Others,,image.png,是,魔法，魔术，神奇，变化,齐奉飞
魔术帽,magic-hat,服饰,Clothes,,image.png,是,帽子，魔术，高帽，道具,马玉欣
魔法棒,magic-wand,编辑,Edit,,image.png,是,魔法棒，滤镜，特效，美颜,金磊
磁铁,magnet,美颜调整,Operate,,image.png,否,磁铁，吸引，正负极，磁力，物理，电力,金磊
邮件,mail,办公文档,Office,是,image.png,否,信封，消息，邮件，文件,常留留
邮件下载,mail-download,办公文档,Office,,image.png,否,邮件下载，信封，邮件，邮寄，文件,金磊
邮件编辑,mail-edit,办公文档,Office,,image.png,是,邮件，信件，文件夹，编辑邮件,齐奉飞
已读邮件,mail-open,办公文档,Office,是,image.png,否,已读邮件，邮箱，邮件，信息，邮箱，打开，收件,白明泽
邮件包,mail-package,办公文档,Office,,image.png,否,邮件，信件，文件夹，邮件组,齐奉飞
邮件查阅,mail-review,办公文档,Office,,image.png,是,邮件，信件，文件夹，查看,齐奉飞
邮件打开,mail-unpacking,办公文档,Office,,image.png,否,邮件，信件，文件夹，打开,齐奉飞
邮件1,maill-one,品牌,Brand,,image.png,否,信息，讯息，交流，社交，logo,齐奉飞
美容,makeups,化妆美妆,Makeups,,image.png,是,面膜，护肤，美妆,史晓彤
男性,male,基础,Base,,image.png,是,男，性别，符号,刘心乐
购物袋,mall-bag,电商财产,Money,,image.png,否,袋子，购物袋，逛街,刘心乐
手动挡,manual-gear,交通旅游,Travel,,image.png,是,手动挡 汽车,金磊
多对多,many-to-many,编辑,Edit,,image.png,是,多对多，n:n，N:N,常留留
地图距离,map-distance,交通旅游,Travel,,image.png,是,地图，距离，出行，交通，方向，位置，路线，导航,白明泽
地图,map-draw,交通旅游,Travel,,image.png,是,地图，位置，地理，方位，方向，交通，定位,金磊
地图道路,map-road,交通旅游,Travel,,image.png,否,地图，道路，交通，出行,白明泽
地图,map-road-two,交通旅游,Travel,,image.png,是,地图，地点，地图，出行，交通，运输,金磊
地图,map-two,交通旅游,Travel,,image.png,是,地图，地点，地图，出行，交通，运输,金磊
垂直居中,margin,编辑,Edit,,image.png,否,布局，排版，垂直,齐奉飞
水平居中,margin-one,编辑,Edit,,image.png,否,布局，排版，水平,齐奉飞
标记,mark,交通旅游,Travel,,image.png,是,旗帜，旗子，记号，活动,齐奉飞
易拍,market,品牌,Brand,,image.png,是,巨量创意，易拍，广告拍摄，滤镜，编辑视频，oceanengine，logo,常留留
市场分析,market-analysis,办公文档,Office,,image.png,是,分析，数据，趋势,田婧
睫毛膏,mascara,化妆美妆,Makeups,,image.png,是,睫毛刷，美妆，化妆,史晓彤
口罩,mask,医疗健康,Health,,image.png,是,传染，传染科，雾霾，生病，口罩,常留留
面具,mask-one,美颜调整,Operate,,image.png,否,补水，保湿，美白，敷面膜，面膜，医美,常留留
遮罩,mask-two,编辑,Edit,,image.png,是,遮罩，蒙版，阴影,夏立诚
马斯洛金字塔,maslow-pyramids,数据图表,Charts,,image.png,否,需求层次理论，金字塔需求,常留留
按摩椅,massage-chair,化妆美妆,Makeups,,image.png,否,椅子，凳子，办公，按摩椅,史晓彤
按摩椅1,massage-chair-one,化妆美妆,Makeups,,image.png,否,椅子，凳子，办公,史晓彤
按摩椅,massage-table,化妆美妆,Makeups,,image.png,是,椅子，床,齐奉飞
主机,master,硬件,Hardware,,image.png,是,储存器，服务器，管理器,齐奉飞
素材,material,美颜调整,Operate,,image.png,是,用户素材，图像，素材,齐奉飞
材料3,material-three,数据图表,Charts,,image.png,是,图片集，照片，相册,齐奉飞
材质,material-two,美颜调整,Operate,,image.png,是,材质，拍摄，设置，摄像,金磊
最大值,maximum,数据图表,Charts,,image.png,是,最大，极限，数值，数据，图表，曲线,金磊
玛雅,maya,建筑,Build,,image.png,否,城楼，阁楼，房子，楼房，建筑,王小犇
马尤拉手势,mayura-gesture,手势动作,Hands,,image.png,是,手，手势，,常留留
我的,me,用户人名,Peoples,是,image.png,否,个人中心，用户，人，头像，圆形头像,刘心乐
计量杯,measuring-cup,食品,Foods,,image.png,是,计量杯，量杯，厨房厨具,胡玉娜
徽章,medal-one,其它,Others,,medal.jpg,否,,杨威
剪映,mediaeditor,品牌,Brand,,image.png,是,软件，应用，工具，设计，视频，剪辑，logo,齐奉飞
医疗箱,medical-box,医疗健康,Health,,image.png,是,药箱，急诊箱,齐奉飞
医疗档案,medical-files,医疗健康,Health,,image.png,是,档案，文件，收藏文件，医疗,常留留
医学标志,medical-mark,医疗健康,Health,,medical-mark.jpg,是,,杨威
准时吃药,medication-time,电商财产,Money,,image.png,是,按时，准时,史晓彤
药罐,medicine-bottle,医疗健康,Health,,image.png,是,西药，药瓶,齐奉飞
药瓶,medicine-bottle-one,医疗健康,Health,,medicine-bottle.jpg,否,,杨威
药箱,medicine-chest,医疗健康,Health,,medicine-chest.jpg,否,,杨威
储存卡,memory,硬件,Hardware,,image.png,是,U盘，硬盘，储存，硬件，移动，保存，文件，安全,孟祥瑞
存储卡,memory-card,硬件,Hardware,,memory-card.jpg,是,U盘，硬盘，储存，硬件，移动，保存，文件，安全,杨威
记忆卡,memory-card-one,硬件,Hardware,,image.png,是,U盘，硬盘，储存，硬件，移动，保存，文件，安全,孟祥瑞
储存器,memory-one,硬件,Hardware,,image.png,是,U盘，硬盘，储存，硬件，移动，保存，文件，安全,孟祥瑞
男士外套,men-jacket,服饰,Clothes,,image.png,否,上衣，服装，汉服，外套，衣服,马玉欣
收起菜单,menu-fold,箭头方向,Arrows,,image.png,是,收起，左侧收起，侧边收起,刘心乐
收起菜单1,menu-fold-one,箭头方向,Arrows,,image.png,是,展开，侧边展开,刘心乐
展开菜单,menu-unfold,箭头方向,Arrows,,image.png,是,展开，右侧展开，侧边展开,刘心乐
展开菜单1,menu-unfold-one,箭头方向,Arrows,,image.png,是,收起，侧边收起,刘心乐
合并,merge,编辑,Edit,,image.png,是,交叉，合并，交集,夏立诚
合并单元格,merge-cells,编辑,Edit,,image.png,否,合并单元格，表格，操作,常留留
信息,message,交流沟通,Communicate,是,image.png,是,聊天，消息，社交，通讯，沟通,金磊
表情信息,message-emoji,交流沟通,Communicate,,image.png,是,对话，评论，聊天，消息，通知,齐奉飞
信息失败,message-failed,交流沟通,Communicate,,image.png,是,对话，评论，聊天，消息，通知，失败,齐奉飞
消息,message-one,交流沟通,Communicate,是,image.png,是,信息，聊天，通知，社交，沟通,常留留
信息加密,message-privacy,交流沟通,Communicate,,image.png,是,对话，评论，聊天，消息，通知，加密，安全,齐奉飞
信息搜索,message-search,交流沟通,Communicate,,image.png,是,对话，评论，聊天，消息，通知，搜索,齐奉飞
信息安全,message-security,交流沟通,Communicate,,image.png,是,对话，评论，聊天，消息，通知，加密，安全,齐奉飞
信息已发送,message-sent,交流沟通,Communicate,,image.png,是,发送信息，消息，完成,金磊
信息成功,message-success,交流沟通,Communicate,,image.png,是,对话，评论，聊天，消息，通知，发送,齐奉飞
未读消息,message-unread,交流沟通,Communicate,,image.png,是,信息，聊天，通知，社交，沟通，新消息，评论,常留留
短信,messages,品牌,Brand,,image.png,是,信息，讯息，交流，社交，logo,齐奉飞
短信1,messages-one,品牌,Brand,,image.png,是,信息，讯息，交流，社交，logo,齐奉飞
微型SD,micro-sd,硬件,Hardware,,image.png,是,卡，储存，信号，流量,齐奉飞
微单,micro-slr-camera,硬件,Hardware,,image.png,是,微单，摄影，设备，相机，镜头,金磊
麦克风,microphone,硬件,Hardware,,image.png,否,话筒，收音器，音乐，乐器，扩音器，耳麦，麦霸,张晏
收音器,microphone-one,硬件,Hardware,,image.png,是,广播，话筒，扩音器，麦克风,孟祥瑞
显微镜,microscope,医疗健康,Health,,image.png,是,观察，高倍镜，病理科,常留留
显微镜,microscope-one,硬件,Hardware,,image.png,是,镜子，放大，仪器，实验，望远镜，探测仪,张晏
微波炉,microwave-oven,硬件,Hardware,,image.png,是,加热，电器，烤箱，容器，冰箱，收纳箱,张晏
微波炉,microwaves,硬件,Hardware,,image.png,是,加热器，烹饪机，做饭,孟祥瑞
中指,middle-finger,手势动作,Hands,,image.png,是,手指，手势,常留留
牛奶,milk,食品,Foods,,image.png,是,水杯，果汁，汽水，奶茶,孔维佳
牛奶,milk-one,食品,Foods,,image.png,是,牛奶，盒装，乳品，牛奶盒，牛奶杯,胡玉娜
最小值,min,数据图表,Charts,,image.png,是,最小，极限，数值，数据，图表，曲线,金磊
脑图,mind-mapping,编辑,Edit,,image.png,是,脑图，思维导图，结构图，框架图,金磊
大纲视图,mindmap-list,编辑,Edit,,image.png,是,大纲视图 列表,金磊
思维导图,mindmap-map,编辑,Edit,,image.png,是,思维导图，脑图，逻辑,金磊
微型存储卡,mini-sd-card,硬件,Hardware,,image.png,是,微型SD卡，SD，储存，存储，store,常留留
减,minus,符号标识,Character,,image.png,否,减号，去除，减少,常留留
移到底部,minus-the-bottom,编辑,Edit,,image.png,是,移到底部，置于底部，下移，复制,高亚栋
移到顶部,minus-the-top,编辑,Edit,,image.png,是,移到顶部，置于顶部，上移，复制,高亚栋
镜子,mirror,化妆美妆,Makeups,,image.png,否,镜子，化妆镜，正面，照,史晓彤
镜子,mirror-one,美颜调整,Operate,,image.png,否,镜子，化妆镜，美状镜,张蔓
镜子2,mirror-two,化妆美妆,Makeups,,image.png,否,镜子,齐奉飞
半圆,misaligned-semicircle,抽象图形,Abstract,,image.png,是,半圆，切割，抽象,金磊
三菱,mitsubishi,品牌,Brand,,image.png,否,汽车，三角形，菱形，logo,齐奉飞
修改,modify,编辑,Edit,,image.png,是,错误，修改，直尺,夏立诚
修改,modify-two,编辑,Edit,,image.png,是,橡皮，修改，涂抹，擦除,夏立诚
摄像,monitor,多媒体音乐,Music,,image.png,是,拍摄，录像，摄像机，影像，电影,刘心乐
监控摄像头,monitor-camera,硬件,Hardware,,image.png,否,监控，摄像头，网络摄像头，摄像机，摄像机，摄像头，监视,白明泽
关闭摄像,monitor-off,多媒体音乐,Music,,image.png,是,拍摄，录像，摄像机，影像，电影，关闭,常留留
显示器,monitor-one,硬件,Hardware,,image.png,是,屏幕，显示屏，电脑，监测台，窗口，电视，电影，节目，电视剧,张晏
音波控制,monitor-two,多媒体音乐,Music,,image.png,是,音频，音量，语音，录音，波纹，声音,林琳
猴,monkey,动物,Animals,,monkey.jpg,否,,杨威
生肖猴,monkey-zodiac,动物,Animals,,monkey-zodiac.jpg,是,,杨威
纪念碑,monument-one,建筑,Build,,image.png,否,石碑、纪念碑，标志,王小犇
纪念碑,monument-two,建筑,Build,,image.png,是,石碑、纪念碑，标志,王小犇
月亮,moon,天气,Weather,,image.png,是,夜晚，月亮，黑夜，晚上，月牙，黑暗,常留留
更多,more,基础,Base,是,image.png,否,点，三点，更多,齐奉飞
更多,more-app,基础,Base,,image.png,是,更多，全部，应用,金磊
更多,more-four,编辑,Edit,,image.png,否,更多，编辑，其他，分类,夏立诚
更多1,more-one,基础,Base,,image.png,否,点，三点，更多,齐奉飞
更多3,more-three,符号标识,Character,,image.png,否,更多，圆形,常留留
更多2,more-two,基础,Base,,image.png,否,更多，圆形，三点,齐奉飞
马赛克,mosaic,编辑,Edit,,image.png,是,模糊，虚化，遮盖，擦除，马赛克,常留留
